Issue,Date,Words,Title,Author
Vol. 23 No. 11,7 June 2001,3418,"Degradation, Ugliness and Tears: Harrow School",Mary Beard
Vol. 23 No. 11,7 June 2001,1042,At the Museum of London: Artists’ studios,Peter Campbell
Vol. 23 No. 11,7 June 2001,330,Poem: ‘The Operation’,Peter Goldsworthy
Vol. 23 No. 11,7 June 2001,3301,Electric Koran,Richard Vinen
Vol. 23 No. 11,7 June 2001,1130,Diary,Victor Sage
Vol. 23 No. 12,21 June 2001,4033,Everything is over before it begins: Milton criticism,A.D. Nuttall
Vol. 23 No. 12,21 June 2001,1974,War over a Handful of Corn: Ryszard Kapuściński,Adam Hochschild
Vol. 23 No. 12,21 June 2001,3167,Animal Experiences: at the zoo,Colin Tudge
Vol. 23 No. 12,21 June 2001,2450,Dialect with Army and Navy: Douglas Dunn and Politovsky,David Wheatley
Vol. 23 No. 12,21 June 2001,2709,Meaningless Legs: John Gielgud,Frank Kermode
Vol. 23 No. 12,21 June 2001,2840,"Heiling Hitler: Churchill, Hitler and the ‘Times’",Geoffrey Best
Vol. 23 No. 12,21 June 2001,3968,Horror like Thunder: Lucy Hutchinson,Germaine Greer
Vol. 23 No. 12,21 June 2001,3140,Keep your nose clean: The ‘Criminal Justice’ White Paper,John Upton
Vol. 23 No. 12,21 June 2001,8033,"After George W. Bush, the Deluge: climate change",Murray Sayle
Vol. 23 No. 12,21 June 2001,4293,Fly in the Soup: anthropology and cinema,Paul Henley
Vol. 23 No. 12,21 June 2001,3548,Refuge of the Aristocracy: The British Empire,Paul Smith
Vol. 23 No. 12,21 June 2001,3221,"Buckwheat Porridge, Three Miles Thick",Paul Strohm
Vol. 23 No. 12,21 June 2001,1243,At Tate Britain: James Gillray,Peter Campbell
Vol. 23 No. 12,21 June 2001,740,Poem: ‘Still Life with Wineglass’,R.F. Langley
Vol. 23 No. 12,21 June 2001,314,Three Poems,Robert Crawford
Vol. 23 No. 12,21 June 2001,2600,An Endless Progression of Whirlwinds: Asian empire,Robert Irwin
Vol. 23 No. 12,21 June 2001,458,Two Poems,Robert VanderMolen
Vol. 23 No. 12,21 June 2001,3663,Apocalypse Two: Rwanda’s genocide,R.W. Johnson
Vol. 23 No. 12,21 June 2001,773,Short Cuts: Britney’s Biggest Fan,Thomas Jones
Vol. 23 No. 12,21 June 2001,3441,Diary,Tim Salmon
Vol. 23 No. 12,21 June 2001,4989,No Accident: Gore Vidal’s Golden Age,Zachary Leader
Vol. 23 No. 13,5 July 2001,2088,Diary: getting married in Iran,Christopher de Bellaigue
Vol. 23 No. 13,5 July 2001,3786,Waves of Wo: George Gascoigne,Colin Burrow
Vol. 23 No. 13,5 July 2001,14240,Memoirs of a Pet Lamb: A memoir,David Sylvester
Vol. 23 No. 13,5 July 2001,1880,Little Mercians: why Kenneth Clarke should lead the Tories,Ian Gilmour
Vol. 23 No. 13,5 July 2001,2772,Plugs of Muscle,Joanna Kavenna
Vol. 23 No. 13,5 July 2001,2539,Long live the codex: the future of books,John Sutherland
Vol. 23 No. 13,5 July 2001,2025,Four Poems,Jorie Graham
Vol. 23 No. 13,5 July 2001,3320,Walsingham’s Plumber: John Bossy,Patrick Collinson
Vol. 23 No. 13,5 July 2001,1517,At the National Gallery: Vermeer and de Hooch,Peter Campbell
Vol. 23 No. 13,5 July 2001,5201,The Tax-and-Spend Vote: will the election improve New Labour’s grasp on reality?,Ross McKibbin
Vol. 23 No. 13,5 July 2001,819,Short Cuts: the biography of stuff,Thomas Jones
Vol. 23 No. 13,5 July 2001,2597,Information Cocoons: The internet,Thomas Nagel
Vol. 23 No. 14,19 July 2001,3308,Extenuating Circumstances: Paul Steinberg,Adam Phillips
Vol. 23 No. 14,19 July 2001,2036,An apple is an apple: György Petri,August Kleinzahler
Vol. 23 No. 14,19 July 2001,2015,Bad White Men: James Ellroy,Christopher Tayler
Vol. 23 No. 14,19 July 2001,2939,Endless Uncertainty: Adam Smith’s Legacy,Colin Kidd
Vol. 23 No. 14,19 July 2001,3454,Invented Communities: post-nationalism,David Runciman
Vol. 23 No. 14,19 July 2001,5360,Cosmic Ambition: J.S. Bach,Edward Said
Vol. 23 No. 14,19 July 2001,2954,Little Goldbug: Tomi Ungerer,Iain Bamforth
Vol. 23 No. 14,19 July 2001,2235,Liver Transplant No. 108: Liver Transplant No. 108,Inga Clendinnen
Vol. 23 No. 14,19 July 2001,2653,Building an Empire: Oscar Micheaux,J. Hoberman
Vol. 23 No. 14,19 July 2001,1183,Short Cuts: Milosevic is delivered to the Hague,Jeremy Harding
Vol. 23 No. 14,19 July 2001,2702,No High Heels in Paradise: John Evelyn’s Elysium Britannicum,Keith Thomas
Vol. 23 No. 14,19 July 2001,2532,Multiple Kingdoms: The origins of the British Empire,Linda Colley
Vol. 23 No. 14,19 July 2001,1422,At Condor Cycles: The Tour,Peter Campbell
Vol. 23 No. 14,19 July 2001,3193,The Antagoniser’s Agoniser: Keith Joseph,Peter Clarke
Vol. 23 No. 14,19 July 2001,2582,Kant on Wheels: Thomas Kuhn,Peter Lipton
Vol. 23 No. 14,19 July 2001,541,Poem: ‘Croy. Ee. Gaw. Lonker. Pit’,Robert Crawford
Vol. 23 No. 14,19 July 2001,9968,Fugitive Crusoe: Daniel Defoe,Tom Paulin
Vol. 23 No. 15,9 August 2001,2925,"A Bottle of Ink, a Pen and a Blotter: R.K. Narayan",Amit Chaudhuri
Vol. 23 No. 15,9 August 2001,3116,Blood Running Down: iconoclasm and theatre in early modern England,Helen Cooper
Vol. 23 No. 15,9 August 2001,3545,"Emotional Sushi: Tony, Nick and Simon",Ian Sansom
Vol. 23 No. 15,9 August 2001,2984,Don’t Move: Fictional re-creations of Vermeer,Jeremy Noel-Tod
Vol. 23 No. 15,9 August 2001,3454,What about Bert?: equality,Jeremy Waldron
Vol. 23 No. 15,9 August 2001,4499,The Man from Nowhere: Burying André Malraux,John Sturrock
Vol. 23 No. 15,9 August 2001,2464,Who was Silvestri?: Ignazio Silone,Martin Clark
Vol. 23 No. 15,9 August 2001,4227,The Man Who Killed Hammarskjöld?,Matthew Hughes
Vol. 23 No. 15,9 August 2001,255,"Poem: ‘The 24,000 Islands of Stockholm’",Paul Durcan
Vol. 23 No. 15,9 August 2001,1308,At Tate Britain: Michael Andrews,Peter Campbell
Vol. 23 No. 15,9 August 2001,3658,Doing Some Measuring ahead of Time: Sade in Prison,Richard Davenport-Hines
Vol. 23 No. 15,9 August 2001,2379,Prophet of the Rocks: William Smith,Richard Fortey
Vol. 23 No. 15,9 August 2001,2061,Bottom: George Grote’s ‘A History of Greece’,Richard Jenkyns
Vol. 23 No. 15,9 August 2001,260,Poem: ‘Monument’,Richard Sanger
Vol. 23 No. 15,9 August 2001,2180,Anthropology as it should be: Colin Turnbull,Robin Fox
Vol. 23 No. 15,9 August 2001,2987,Yeltsin has gone mad: Boris Yeltsin and Medvedev,R.W. Davies
Vol. 23 No. 15,9 August 2001,3169,Old Iron-Arse: Latin America’s independence,Simon Collier
Vol. 23 No. 15,9 August 2001,762,Short Cuts: Telly,Thomas Jones
Vol. 23 No. 15,9 August 2001,2957,In the Graveyard of Verse: Vernon Watkins,William Wootten
Vol. 23 No. 16,23 August 2001,4510,"The Moral Solipsism of Global Ethics Inc: human rights, democracy and Amnesty International",Alex de Waal
Vol. 23 No. 16,23 August 2001,2674,‘We shot a new pigeon’,Andrew Sugden
Vol. 23 No. 16,23 August 2001,378,Three Poems,Charles Simic
Vol. 23 No. 16,23 August 2001,4095,Looking for Imperfection: John Cassavetes,Gilberto Perez
Vol. 23 No. 16,23 August 2001,3847,Why all the hoopla?: Frank Gehry,Hal Foster
Vol. 23 No. 16,23 August 2001,914,At the Barbican: Pilger pictures,Jeremy Harding
Vol. 23 No. 16,23 August 2001,1968,Amazing Sushi: Nani Power,Jessica Olin
Vol. 23 No. 16,23 August 2001,4073,"Lumpy, Semi-Dorky, Slouchy, Smarmy",John Lanchester
Vol. 23 No. 16,23 August 2001,4597,Malice: Fanny Burney,John Mullan
Vol. 23 No. 16,23 August 2001,2980,Depression Studies: Depression Studies,Jonathan Dollimore
Vol. 23 No. 16,23 August 2001,3511,Lucky City: Cicero,Mary Beard
Vol. 23 No. 16,23 August 2001,6233,Dropping Their Eggs: the history of bombing,Patrick Wright
Vol. 23 No. 16,23 August 2001,2325,Mao Badges and Rocket Parts,Robert Macfarlane
Vol. 23 No. 16,23 August 2001,294,Poem: ‘Ramallah’,Sarah Maguire
Vol. 23 No. 16,23 August 2001,3085,A Spot of Firm Government: Claude Rawson,Terry Eagleton
Vol. 23 No. 16,23 August 2001,1164,"Short Cuts: 10,860 novels",Thomas Jones
Vol. 23 No. 17,6 September 2001,644,"Poem: ‘The Old Poet, Dying’",August Kleinzahler
Vol. 23 No. 17,6 September 2001,2690,Town-Cramming: cities,Christopher Turner
Vol. 23 No. 17,6 September 2001,5493,An Escalation of Reasonableness: Northern Ireland,Conor Gearty
Vol. 23 No. 17,6 September 2001,3752,Not Analogous: Heather McGowan,Daniel Soar
Vol. 23 No. 17,6 September 2001,2753,When the barracks were bursting with poets: Napoleon,David A. Bell
Vol. 23 No. 17,6 September 2001,2352,Never Seen a Violet: Victorian men and girls,Dinah Birch
Vol. 23 No. 17,6 September 2001,2819,What Naipaul knows: V.S. Naipaul,Frank Kermode
Vol. 23 No. 17,6 September 2001,3186,"Nuremberg Rally, Invasion of Poland, Dunkirk …: the never-ending wish to write about the Second World War",James Meek
Vol. 23 No. 17,6 September 2001,2554,"Oh, Andrea Dworkin: Misogyny: The Male Malady by David Gilmore",Jenny Diski
Vol. 23 No. 17,6 September 2001,766,Short Cuts: at the Test Match,John Sturrock
Vol. 23 No. 17,6 September 2001,3683,Fourteen million Americans can’t be wrong: menstruation,Katha Pollitt
Vol. 23 No. 17,6 September 2001,2535,Too Close to the USA: Canada’s reluctance to stand up for itself,Michael Byers
Vol. 23 No. 17,6 September 2001,7684,In the Anti-World: Raymond Roussel,Nicholas Jenkins
Vol. 23 No. 17,6 September 2001,1277,At the Musée Galliera: Children’s clothes,Peter Campbell
Vol. 23 No. 17,6 September 2001,236,Three Poems,Robin Robertson
Vol. 23 No. 17,6 September 2001,4482,Diary: walking across Iran,Rory Stewart
Vol. 23 No. 17,6 September 2001,3577,Positively Spaced Out: ‘The Building of England’,Rosemary Hill
Vol. 23 No. 17,6 September 2001,2588,Je suis bizarre: Gwen John,Sarah LeFanu
Vol. 23 No. 17,6 September 2001,2241,On the Make: Jonathan Lethem,Thomas Jones
Vol. 23 No. 18,20 September 2001,2698,"That, there, is me: primate behaviour",Alison Jolly
Vol. 23 No. 18,20 September 2001,2292,Too Bad about Mrs Ferri: wiseguys,August Kleinzahler
Vol. 23 No. 18,20 September 2001,8633,The Last Witness: The career of James Baldwin,Colm Tóibín
Vol. 23 No. 18,20 September 2001,1181,Short Cuts: The Big Issue,Daniel Soar
Vol. 23 No. 18,20 September 2001,3513,Little Red Boy: Alistair MacLeod,Elizabeth Lowry
Vol. 23 No. 18,20 September 2001,3195,White Peril: H. Rider Haggard,E.S. Turner
Vol. 23 No. 18,20 September 2001,459,Poem: ‘Schmaltz’,Henry Shukman
Vol. 23 No. 18,20 September 2001,382,Two Poems,John Burnside
Vol. 23 No. 18,20 September 2001,2268,Bard of Tropes: Thomas Chatterton,Jonathan Lamb
Vol. 23 No. 18,20 September 2001,3521,So South Kensington: Walter Sickert,Julian Bell
Vol. 23 No. 18,20 September 2001,1582,At the British Library: the lie of the land,Peter Campbell
Vol. 23 No. 18,20 September 2001,2425,How would Richelieu and Mazarin have coped?: Henry Kissinger,R.W. Johnson
Vol. 23 No. 18,20 September 2001,5838,"In and Out of the Panthéon: funerals, politics and memory in France",Thomas Laqueur
Vol. 23 No. 18,20 September 2001,3262,What is it about lemons?: Barry Stroud,Thomas Nagel
Vol. 23 No. 18,20 September 2001,4068,"Tell us, Solly: Solly Zuckerman",Tim Radford
Vol. 23 No. 18,20 September 2001,2850,When being in thing was the in-thing: Iceland in the Middle Ages,Tom Shippey
Vol. 23 No. 18,20 September 2001,2918,It’s wild. It’s new. It turns men on: Amos Oz,Yitzhak Laor
Vol. 23 No. 19,4 October 2001,448,Poem: ‘Cousins’,Alan Jenkins
Vol. 23 No. 19,4 October 2001,4112,The New Cold War: The New Cold War,Anatol Lieven
Vol. 23 No. 19,4 October 2001,4185,"The Old, Bad Civilisation: Second World War poetry",Arnold Rattenbury
Vol. 23 No. 19,4 October 2001,5338,One word says to its mate: W.S. Graham,Claire Harman
Vol. 23 No. 19,4 October 2001,2429,Lacanian Jesuit: Michel de Certeau,David Wootton
Vol. 23 No. 19,4 October 2001,3704,Napoleon of Medellín: Pablo Escobar,Edward Luttwak
Vol. 23 No. 19,4 October 2001,757,Poem: ‘Pelagius’,Edwin Morgan
Vol. 23 No. 19,4 October 2001,2539,Point of View: Atonement by Ian McEwan,Frank Kermode
Vol. 23 No. 19,4 October 2001,2566,Iron Tearing Soil: golf,James Francken
Vol. 23 No. 19,4 October 2001,4998,You can’t build a new society with a Stanley knife: Hardt and Negri’s Empire,Malcolm Bull
Vol. 23 No. 19,4 October 2001,2921,Heart and Hoof: Seabiscuit,Marjorie Garber
Vol. 23 No. 19,4 October 2001,2891,The crocodiles gathered: Patrice Lumumba,Neal Ascherson
Vol. 23 No. 19,4 October 2001,1202,At the Royal Academy: Frank Auerbach,Peter Campbell
Vol. 23 No. 19,4 October 2001,2976,‘We would rather eat our cake than merely have it’: Victorian men and women,Rosemary Hill
Vol. 23 No. 19,4 October 2001,2630,Aliens and Others: the desolation of Manhattan,Sukhdev Sandhu
Vol. 23 No. 19,4 October 2001,2427,11 September: At Ground Zero,Will Frears
Vol. 23 No. 20,18 October 2001,1791,Suffocation: Andrew Miller,Alex Clark
Vol. 23 No. 20,18 October 2001,267,Poem: ‘Investigations at the Public Baths’,Allen Curnow
Vol. 23 No. 20,18 October 2001,2903,The Old Masters,Amit Chaudhuri
Vol. 23 No. 20,18 October 2001,2488,What was it that so darkened our world?: W.G. Sebald,Benjamin Markovits
Vol. 23 No. 20,18 October 2001,3054,More Interesting than Learning how to Make Brandy Snaps: Stella Rimington,Bernard Porter
Vol. 23 No. 20,18 October 2001,965,Poem: ‘Bollockshire’,Christopher Reid
Vol. 23 No. 20,18 October 2001,2970,My Hogs: Gloucester Old Spots,James Buchan
Vol. 23 No. 20,18 October 2001,2890,Entitlement: Caroline Blackwood,Jenny Diski
Vol. 23 No. 20,18 October 2001,2459,‘Très vrai!’,Leah Price
Vol. 23 No. 20,18 October 2001,5391,‘I am my own foundation’: Fanon and Third Worldism,Megan Vaughan
Vol. 23 No. 20,18 October 2001,1408,On the Streets: The Plane Trees of London,Peter Campbell
Vol. 23 No. 20,18 October 2001,3352,Catastrophic Playground: Chechnya,Stephen Kotkin
Vol. 23 No. 20,18 October 2001,3726,Guests in the President’s House: Science Inc.,Steven Shapin
Vol. 23 No. 20,18 October 2001,3088,Larry kept his mouth shut: gallows speeches,Terry Eagleton
Vol. 23 No. 20,18 October 2001,2097,Lonely Metal Souls: Haruki Murakami,Theo Tait
Vol. 23 No. 20,18 October 2001,1040,Short Cuts: Scrabble,Thomas Jones
Vol. 23 No. 21,1 November 2001,2918,Successive Applications of Sticking-Plaster: the urban history of Britain,Andrew Saint
Vol. 23 No. 21,1 November 2001,3911,Thank you for your letter: Latin,Anthony Grafton
Vol. 23 No. 21,1 November 2001,559,Poem: ‘An Englishman Abroad’,August Kleinzahler
Vol. 23 No. 21,1 November 2001,2988,No Escape: culture,Bruce Robbins
Vol. 23 No. 21,1 November 2001,2564,The Devilish God: T.S. Eliot,David Wheatley
Vol. 23 No. 21,1 November 2001,2306,Das Nuffa Dat and BigGloria3: Up and Down the Academic Ladder,Elaine Showalter
Vol. 23 No. 21,1 November 2001,5903,Bonkers about Boys: Alexander the Great,James Davidson
Vol. 23 No. 21,1 November 2001,2634,Diary: British Jews,James Francken
Vol. 23 No. 21,1 November 2001,2197,Shivering Eyeballs: Mary Karr,Jessica Olin
Vol. 23 No. 21,1 November 2001,3117,Language of Power: cartography,Lorraine Daston
Vol. 23 No. 21,1 November 2001,2852,Viscounts Swapping Stories: Jacques Derrida,Michael Wood
Vol. 23 No. 21,1 November 2001,4095,What news?: The Pilgrimage of Grace,Patrick Collinson
Vol. 23 No. 21,1 November 2001,2516,What Explosion?: in Toulouse,Paul Seabright
Vol. 23 No. 21,1 November 2001,1210,At the Brunei Gallery: Indian photography,Peter Campbell
Vol. 23 No. 21,1 November 2001,2356,"Not in my body, thank you: Kauffman’s ‘Investigations’",Philip Kitcher
Vol. 23 No. 21,1 November 2001,511,Poem: ‘Asterion and the God’,Robin Robertson
Vol. 23 No. 21,1 November 2001,4205,Deadly Eliza: ‘The Whole Family: A Novel by Twelve Authors’,Ruth Bernard Yeazell
Vol. 23 No. 21,1 November 2001,4317,"Leaf, Button, Dog: The Sins of Hester Thrale",Susan Eilenberg
Vol. 23 No. 21,1 November 2001,803,Short Cuts: Darwinians &amp; Creationists,Thomas Jones
Vol. 23 No. 22,15 November 2001,2664,In Pakistan: Islamists,Anatol Lieven
Vol. 23 No. 22,15 November 2001,4612,Naming the Dead: the politics of commemoration,David Simpson
Vol. 23 No. 22,15 November 2001,387,Two Poems,Don Paterson
Vol. 23 No. 22,15 November 2001,3082,Too Much Gide: French writers (1940-53),Douglas Johnson
Vol. 23 No. 22,15 November 2001,2680,Gas-Bags: The Graf Zeppelin,E.S. Turner
Vol. 23 No. 22,15 November 2001,3643,‘You have to hang on’: Mihail Sebastian,Eugen Weber
Vol. 23 No. 22,15 November 2001,2351,In Hackney: Steve Dilworth,Iain Sinclair
Vol. 23 No. 22,15 November 2001,3094,Smorgasbits: Jim Crace,Ian Sansom
Vol. 23 No. 22,15 November 2001,13463,Reasons for Liking Tolkien: The Hobbit Habit,Jenny Turner
Vol. 23 No. 22,15 November 2001,2602,Between Jesus and Napoleon: The Paris Conference of 1919,Jonathan Haslam
Vol. 23 No. 22,15 November 2001,4841,"Whatever you do, buy: Shakespeare’s First Folio",Michael Dobson
Vol. 23 No. 22,15 November 2001,204,Poem: ‘The Golf Years’,Raymond Friel
Vol. 23 No. 22,15 November 2001,4131,Common Sense: James Kelman,Sally Mapstone
Vol. 23 No. 22,15 November 2001,2699,Turning on Turtles: fundamental values,Stephen Sedley
Vol. 23 No. 22,15 November 2001,931,Short Cuts: TV Lit,Thomas Jones
Vol. 23 No. 23,29 November 2001,7410,The Soul of Man under Psychoanalysis: ‘The Soul of Man under Psychoanalysis’,Adam Phillips
Vol. 23 No. 23,29 November 2001,2084,Serfs Who Are Snobs: Aleksandr Nikitenko,Catherine Merridale
Vol. 23 No. 23,29 November 2001,2559,Goings-On at Eagle Lake: Barry Hannah,Christopher Tayler
Vol. 23 No. 23,29 November 2001,6522,Airy-Fairy: Blunkett’s Folly,Conor Gearty
Vol. 23 No. 23,29 November 2001,1486,In Praise of Student-Teacher Attraction: Francine Prose,Cristina Nehring
Vol. 23 No. 23,29 November 2001,2365,Nothing could have been odder or more prophetic: ruins,Gillian Darley
Vol. 23 No. 23,29 November 2001,5128,Bigness: Rem Koolhaas,Hal Foster
Vol. 23 No. 23,29 November 2001,2716,Fronds and Tenrils: Mark Ford,Helen Vendler
Vol. 23 No. 23,29 November 2001,2838,Woolsorters’ Disease: the history of anthrax,Hugh Pennington
Vol. 23 No. 23,29 November 2001,2678,Diary: Whale Watching,Kathleen Jamie
Vol. 23 No. 23,29 November 2001,2095,Knife and Fork Question: The Chartist Movement,Miles Taylor
Vol. 23 No. 23,29 November 2001,2680,Joining the Gang: Anthony Blunt,Nicholas Penny
Vol. 23 No. 23,29 November 2001,1299,At the National Gallery: Pisanello,Peter Campbell
Vol. 23 No. 23,29 November 2001,2902,Escape of a Half-Naked Sailor: ‘Three Queer Lives’,P.N. Furbank
Vol. 23 No. 23,29 November 2001,432,Three poems,Robert Crawford
Vol. 23 No. 23,29 November 2001,3528,The Nominated Boy: The Panchen Lama,Robert Macfarlane
Vol. 23 No. 23,29 November 2001,804,Short Cuts: friendsreunited.com,Thomas Jones
Vol. 23 No. 24,13 December 2001,3622,Everything Must Go!: American Beauties,Andrew O’Hagan
Vol. 23 No. 24,13 December 2001,2908,Suspicion of Sentiment: Alice Munro,Benjamin Markovits
Vol. 23 No. 24,13 December 2001,3097,"Amused, Bored or Exasperated: Gustave Flaubert",Christopher Prendergast
Vol. 23 No. 24,13 December 2001,2124,Quite Nice: Fernande Olivier,Diana Souhami
Vol. 23 No. 24,13 December 2001,3201,My Guru: Elegy for Ibrahim Abu-Lughod,Edward Said
Vol. 23 No. 24,13 December 2001,1593,Conversions: Ivan Klíma,Gabriele Annan
Vol. 23 No. 24,13 December 2001,4137,Skating Charm: Kenneth Tynan,James Wolcott
Vol. 23 No. 24,13 December 2001,117,Poem: ‘The Inner Ear’,John Burnside
Vol. 23 No. 24,13 December 2001,5016,Unpranked Lyre: The Laziness of Thomas Gray,John Mullan
Vol. 23 No. 24,13 December 2001,2902,Everyone’s Pal: Louis de Bernières,John Sutherland
Vol. 23 No. 24,13 December 2001,3660,"Diary: in Chengdu, China",Jon Cannon
Vol. 23 No. 24,13 December 2001,3576,Eyeballs v. Optics: Western art,Julian Bell
